,dissimilarity,contrast,homogeneity,energy,ASM,correlation,Label
27,0.33552664806373805,0.1353121042862316,0.4194049365635524,0.577042415762236,0.36387310026566366,0.8093988981425555,0.0
28,0.35272344032121605,0.1413163687172201,0.4044971174113511,0.5915211876113562,0.3804835209820508,0.7598957362535075,0.0
29,0.30853451432467577,0.09405188724950272,0.39297573742467573,0.577385528819245,0.36426249224878554,0.8481810562507153,0.0
30,0.41347270798873703,0.26037111265754775,0.35459136668485913,0.13592617165005672,0.03334348413609065,0.8685513316691884,0.0
31,0.30766131832472615,0.19967080856732505,0.5019281086810874,0.23369149441055548,0.07728071209325592,0.8042282275240986,0.0
32,0.1466641782093207,0.06270641641041014,0.614900127177574,0.8333052932960331,0.7119814704489955,0.9512922207346153,0.0
33,0.5820966015985047,0.2296725860374316,0.00523955148427524,0.008849818367200377,0.001188668489389479,0.5605194513316789,0.0
34,0.3599911299385092,0.15523701776022744,0.38301672946731047,0.5540746482378989,0.33827507603894563,0.8488791261628308,0.0
35,0.3515334000429297,0.1250694922127487,0.3528642153974523,0.5567488747259141,0.34120815378162767,0.8810465969793702,0.0
36,0.23606437581282586,0.05101854336954572,0.39163010590297964,0.4932212008094793,0.2749078423436765,0.8328257399820378,0.0
37,0.3023215255243121,0.07078872140436439,0.3464210412489974,0.47856368895110435,0.26061154246225066,0.8751173874923579,0.0
38,0.35046646737963844,0.10953112613010103,0.36665942558108355,0.5833128949100768,0.37102180121061157,0.7959852858019487,0.0
39,0.3726435939847723,0.1468600689926483,0.3647439647210401,0.5388067172743616,0.32176855123588055,0.8161512675497622,0.0
40,0.2610694263816461,0.09322790306273615,0.4506312107445698,0.5776367990870283,0.3645477841760321,0.8686305576530937,0.0
41,0.35617084811676886,0.13749475154359334,0.3695418070348606,0.5133064169579695,0.2951075705876649,0.7793264103244635,0.0
42,0.44940355938837584,0.234946403893256,0.3452084877733743,0.5699296868810739,0.3558473282427301,0.7979402264525237,0.0
43,0.48074431179686594,0.2983314745037848,0.3553306400920456,0.5780518688172386,0.3650192953613795,0.7641426372825539,0.0
44,0.4636591844593996,0.43182877206713444,0.32887621256157884,0.5274931820711644,0.3097998802238434,0.7457312618460081,0.0
45,0.39978606106137693,0.3697401714922359,0.4669098524169808,0.5282100950902141,0.3105516725099449,0.7634572679976475,0.0
46,0.07176424260407326,0.00748847811269797,0.49303461374974644,0.3210461469434005,0.1306632829522681,0.9166681666924699,0.0
47,0.00034091339537113685,0.0015832531562571606,0.8570773634398432,0.681862951430001,0.492396867796613,0.857975602171664,0.0
48,0.2986361885882396,0.08157145778002273,0.3913308206815035,0.5748611857572332,0.3614024761622075,0.8528500258941862,0.0
49,0.3839994823166957,0.15922844702230024,0.39070261960502795,0.574350214579417,0.3608249135229261,0.8018286395668222,0.0
50,0.3941605954620637,0.16516874189886324,0.3610576205508058,0.5700261565790543,0.35595559033769947,0.8315912661107359,0.0
51,0.4232368779908835,0.21842801698813663,0.33797029233637443,0.5657077638451022,0.3511252439274671,0.7977089496395593,0.0
52,0.35733681927802097,0.22463186951853126,0.3882623670779838,0.5188277672362311,0.30078388554283225,0.7734232765989684,0.0
53,0.3567129951135746,0.14117360250363997,0.420988422762577,0.5400241166375024,0.3230697709215128,0.8442751412412195,0.0
54,0.10948725678354519,0.03353264554738747,0.6238403101964066,0.8856196678048247,0.7971450403257295,0.9749976107105451,0.0
55,0.4101278898723467,0.23609040221517597,0.38474685185804636,0.53996184711568,0.3230031511974359,0.7661395266593554,0.0
56,0.4527846784681623,0.32085552507177545,0.3579469715493042,0.534435607204061,0.31711781745264117,0.7045756523855395,0.0
57,0.4334350812510257,0.4031452344229723,0.47680344204749414,0.5522835070968288,0.3363175473803542,0.6901786263025209,0.0
58,0.3893309890276391,0.16798966467321771,0.3788742160008035,0.5323283512773362,0.31488768200802,0.7733977245663262,0.0
59,0.18355503226050823,0.015440491149284977,0.15033849322143272,0.038627863214064084,0.006192978980466276,0.9149036143024192,0.0
60,0.12062139357820169,0.02317993382886857,0.569719697959086,0.8311089195134863,0.7085105219431512,0.972522673557694,0.0
61,0.22245782775035022,0.08099518219805338,0.5154205004862711,0.5352658452610446,0.31799859892690496,0.7681214643459089,0.0
62,0.22888191454437556,0.07642830619837501,0.49373868398460674,0.5464417303638085,0.3299720459111712,0.7713174654535162,0.0
63,0.8092830244068734,0.37759238156681496,0.29326787151197564,0.749938561859565,0.5861466144249934,0.8408270971265315,0.0
64,0.20175680879809083,0.08877303988289752,0.6041327625719914,0.8143050919560542,0.6822341479718774,0.8092307830278691,0.0
65,0.31697803949544806,0.08849974405048382,0.33503501064619123,0.5391984840845196,0.32218700944514467,0.8681772951640776,0.0
66,0.35036900718443403,0.1315576116229956,0.3490027957518783,0.5315405883901173,0.3140559745366332,0.7918870822719823,0.0
67,0.18066594906501332,0.05359145452073341,0.5636051180526996,0.5583562517993017,0.3429771275865709,0.763067325985457,0.0
68,0.31488323716208527,0.14160255174264436,0.451408838541578,0.5620378859694739,0.34704590003059915,0.5806505780014424,0.0
69,0.6298824795767619,0.34136761387673903,0.25026792842860734,0.5620764517974528,0.3470886465176287,0.7715523444060624,0.0
70,0.5873898344676067,0.3151478146184474,0.2696507988853959,0.5624231488776354,0.347473043331209,0.7799368415967871,0.0
71,0.4222977878508566,0.3035012263450491,0.3513370758590614,0.5717116883791035,0.357849783919865,0.7666511226004697,0.0
72,0.2864473509766537,0.08399235174505426,0.3670942440972331,0.554428030233317,0.3386619472529655,0.8992274352613159,0.0
73,0.48950073548908424,0.5780419800223197,0.539801795361118,0.5490988463678397,0.33285088887906844,0.7790981209687544,0.0
74,0.5342854707761461,0.4778640030741985,0.3604270772458552,0.5254810514034066,0.3076946514174261,0.8107695234244765,0.0
75,0.2877202521496482,0.07986949569211259,0.34044073013867904,0.5426024786311362,0.3258342061401001,0.821137714212038,0.0
76,0.2730590032702432,0.06094046991423296,0.347555831935767,0.567224808624755,0.3528184254438419,0.8471777326477372,0.0
77,0.2078123618985087,0.09650999305862151,0.4984033329262877,0.6085078644367656,0.40043790902007864,0.9595732034095603,0.0
78,0.14478323589944309,0.030955203974498254,0.2818424326651172,0.08932283874649731,0.01827561723952085,0.7972263304935516,0.0
79,0.3402264390964531,0.14392945653928732,0.3493803703679357,0.5731401081321629,0.35945892103123855,0.775381233203106,0.0
80,0.4608454652205203,0.2505009963125159,0.29599417482015633,0.5603707679378652,0.34520054469376116,0.7829407260052903,0.0
81,0.3202265811437012,0.16655756420953302,0.4578235443283001,0.5665694115114058,0.3520864401039703,0.7528191079411126,0.0
82,0.3658344013181984,0.2021429512567978,0.44652601307537987,0.5596051843637647,0.3443547366325734,0.7723217261347208,0.0
83,0.33874638568668786,0.10576340463549655,0.34734638299010434,0.47970081918160135,0.2617072216101263,0.8462526751311483,0.0
84,0.4105374594376191,0.13498480582713587,0.2558272916358403,0.463765234414941,0.24655849679916755,0.8602973382406602,0.0
85,0.3570803450801145,0.1411761128028778,0.31401610918586254,0.4684911497569263,0.2510047881388835,0.8600087630556186,0.0
86,0.33123405914216075,0.09444961074260243,0.3570911020655685,0.5780712191829146,0.3650412843445995,0.7946318831975803,0.0
87,0.44260502026540716,0.09549231180604482,0.009910796974939073,0.0,0.0,0.8342568418394369,0.0
88,0.24946456078990886,0.0752220910753437,0.42616020560885803,0.5182740368779262,0.30021221142258186,0.8295529007331155,0.0
89,0.24679999116150442,0.07853961639585574,0.40639043949876974,0.44056578133571334,0.22529755818480668,0.8336993862632676,0.0
90,0.26966210116289335,0.04674818569830772,0.2533963028242069,0.3745116992995631,0.16991212938545824,0.8567556223551127,0.0
91,0.33004599174231986,0.07890205607351361,0.28841988767768567,0.5042945683013677,0.28595718326384467,0.8807641875495544,0.0
92,0.671248216517885,0.3789505009868059,0.2406640065331075,0.5171115623424147,0.29901380912722847,0.7350185088073906,0.0
93,0.6325912416823444,0.35411034139427944,0.25677534364454324,0.5185944726670801,0.30054296571565653,0.7484793251907511,0.0
94,0.14169370825389194,0.04860459803163542,0.5759615832304902,0.5960535113462156,0.3857583769613464,0.84624548185339,0.0
95,0.1765071213020366,0.061596112542876204,0.529333611562418,0.5936106493626104,0.3829108418734331,0.8739886473266065,0.0
96,0.6001433098902763,0.4156976099598406,0.28343203409665396,0.5598011865575584,0.3445711801289956,0.7332724508469564,0.0
97,0.4883099060594198,0.29813120312766284,0.34464215070896254,0.5478319316069857,0.33147671623270314,0.7713647763456282,0.0
98,0.39416256834050917,0.21567304229991455,0.3909282906148396,0.5493110991941348,0.3330813853922485,0.7299250172105038,0.0
99,0.3419010183209384,0.2004828383823363,0.48515501894592716,0.5501641571193165,0.3340085596165409,0.7847681004032501,0.0
100,0.3485444891980957,0.10799098179306399,0.345494895170826,0.5376595432041033,0.32054476119457165,0.814858427310279,0.0
101,0.2844381715678227,0.09124486470015901,0.420588966415398,0.556219726376459,0.340626795235028,0.8394746767381458,0.0
102,0.6860601933105214,0.5567184466437054,0.2896234854171241,0.5139231778871002,0.2957389997622887,0.7005114388792859,0.0
103,0.6510151643328828,0.5217875436254357,0.30125883687572286,0.5240531069913263,0.30620492866652177,0.7163910428933928,0.0
104,0.3285438420939657,0.149694779102817,0.42034838647909767,0.5660931423734671,0.3515549859808383,0.841417562072406,0.0
105,0.4087531881715677,0.23798081499202747,0.40512887267396236,0.5625556968337053,0.34762005999290757,0.7927308172914023,0.0
106,0.14376167944039692,0.046255685783212284,0.5556680483027107,0.5761382623792438,0.36284798007050306,0.8154827963423406,0.0
107,0.3740490725893002,0.1258481276209752,0.3484780206083141,0.5518645328072979,0.33586046136544484,0.8213803623062039,0.0
108,0.3481751663531104,0.12149040856549033,0.3573248055188759,0.5399316506277075,0.32297084759559097,0.8319939748830831,0.0
109,0.38200135102715926,0.0969251549618117,0.34282012397248085,0.5845777364553828,0.37247211662037016,0.8761742622440087,0.0
110,0.5113464185153851,0.20389156629054436,0.29333387319730375,0.5721918605185157,0.3583903076329268,0.8392065869598444,0.0
111,0.2750445081377289,0.16527421011607454,0.4401498494114159,0.5222623744149038,0.3043417563216998,0.8321335050479355,0.0
112,0.3009902271493325,0.11184580918583903,0.43197160380976896,0.5580489407234906,0.3426385722176883,0.7684372118565348,0.0
113,0.5220256095405243,0.3243395827524985,0.4391002506012014,0.8074864584147665,0.6717124411799062,0.8023464861012626,0.0
114,0.3404146517001475,0.26467089578908315,0.5908182118395559,0.8181723962507409,0.6882378079190512,0.7638273670673379,0.0
115,0.5045889152640815,0.41281421786906675,0.40786408802507046,0.5575206194976889,0.3420569222109248,0.799531596074522,0.0
116,0.6397322725034404,0.7051350021699677,0.3700142732014461,0.5584653840052747,0.34309739494977165,0.7445459188211823,0.0
117,0.3182110885238447,0.13050916806437352,0.4373490935973826,0.5725240779165776,0.3587645162878703,0.8267620242216307,0.0
118,0.3698140917183296,0.14090670570620664,0.3786153662888565,0.5653304263223893,0.35070471990396423,0.8434758893130037,0.0
119,0.3087653411027915,0.11072996780614008,0.3807466156576975,0.5129918804599748,0.29478580940633664,0.7469163665486294,0.0
120,0.1898059003270241,0.06368554303161485,0.5699362144879179,0.5472459198057363,0.33084204064952016,0.8274900986410618,0.0
121,0.3874464955365597,0.13957552521342173,0.34208025817386145,0.5763772498510609,0.363118802867411,0.8423994707887779,0.0
122,0.3925436242881853,0.1419665243367599,0.33944540074837226,0.573705207287372,0.36009649796786974,0.8453433247130604,0.0
123,0.14406787017512845,0.028103275291095492,0.5199892379103034,0.4910557567955275,0.27277213577677034,0.8114156935843946,0.0
124,0.12982526610184464,0.043228211428488705,0.655034557705682,0.5537598150846106,0.33793059059989317,0.7447930740391944,0.0
125,0.2177734251695096,0.08736065343784322,0.5253706625387828,0.5496084582209815,0.3334044355621731,0.6916076880916491,0.0
126,0.32500844391974626,0.07001609883123555,0.3225018297934358,0.5390546279428804,0.32203332111577276,0.848684665654593,0.0
127,0.28999932132981465,0.06381598649816689,0.36269907253445666,0.5471832983900913,0.33077425448259806,0.8460694384258833,0.0
128,0.4026605449563755,0.2247382557031562,0.3317704037879151,0.4927971340252403,0.27448895417045216,0.779966021254944,0.0
129,0.38144144812434483,0.2081350147422595,0.38841992078701737,0.4866251936460919,0.2684279410053988,0.8505202564678103,0.0
130,0.28149937183550283,0.09542240665649836,0.41533200604622145,0.5415835890177776,0.3247403982989574,0.8582153337538017,0.0
131,0.39629367163726803,0.14627380568755735,0.3175178695136658,0.5299302195454609,0.31235914585397406,0.7714881264162703,0.0
132,0.4200502847258172,0.2689483862750787,0.39284511779669085,0.5347909223138896,0.31749461612858526,0.8096281272921666,0.0
133,0.4014914171896109,0.25630447245369326,0.39444036565224494,0.5332168180132887,0.3158270117470538,0.8178418154674814,0.0
134,0.5567526105127588,0.2591371208506417,0.23086468326138854,0.4942546301702959,0.27592996724368335,0.8198662136280246,0.0
135,0.5198333470119572,0.24474569415055944,0.26208734908257214,0.5071898111833182,0.28888146721981006,0.8244957882889652,0.0
136,0.2878989949368046,0.09334556331316904,0.4099996496081181,0.5283666767160443,0.3107159916079125,0.7520352255832989,0.0
137,0.3127107034179723,0.1277012394306895,0.4166681382711699,0.5180751592555654,0.30000701985417466,0.6770599755152416,0.0
138,0.4787414455990604,0.2866644711104306,0.3206872243634674,0.5104944404564431,0.29223713871447177,0.7222683022421212,0.0
139,0.3198710684478338,0.1465632506166067,0.4294456130011791,0.526295449024937,0.30854587798802097,0.7557854377694211,0.0
140,0.630793160267175,0.5905095371526308,0.3699443295683411,0.555174038939013,0.3394793698642823,0.6282557524531924,0.0
141,0.5019322371494587,0.3519241173318497,0.3464225770618442,0.5678842431071288,0.3535556772400399,0.7004619869231947,0.0
142,0.6595648303640195,0.428481342992624,0.2636554655126623,0.5374162298369072,0.3202854932274604,0.8371339515908904,0.0
143,0.6525437505524057,0.3518666062277713,0.24248152654809463,0.5449656200818339,0.3283780882137375,0.8625367717905206,0.0
144,0.6174190172855716,0.33278169829413956,0.25205740962078993,0.5260818592731238,0.3083225171302337,0.845970152611905,0.0
145,0.6036045278349472,0.37634267736621746,0.2666784564763234,0.5278631204153862,0.31018770470529944,0.8286257795641163,0.0
146,0.37101360181315407,0.14727363856401424,0.3384419033477952,0.5242569976129878,0.30641742239597325,0.8268197878787114,0.0
147,0.39487319915655494,0.18446890279329933,0.34588855016724973,0.5218411028753133,0.30390425715242153,0.8312883150025885,0.0
148,0.2943420213639061,0.155577963929026,0.5101935318951226,0.5498108655120939,0.3336244187338894,0.7883493410567954,0.0
149,0.36488347390749865,0.1694378577889398,0.39936783349926086,0.5664321405357823,0.35193322298860275,0.7754057834532757,0.0
150,0.4753295496155253,0.32883357986353323,0.36106842062232736,0.5584956876142502,0.34313079423708753,0.7397835446356138,0.0
151,0.4487722382858368,0.3292767531412963,0.31908022598481955,0.5671284405666381,0.3527107489790571,0.7891187592855529,0.0
152,0.08929484589451885,0.04514110995082141,0.7275421362163772,1.0,0.9999999999999999,0.9171473540915043,0.0
153,0.11437565499564377,0.02363455941853935,0.6237937579503351,0.8419340099934006,0.7256990888213377,0.8842479722821726,0.0
154,0.3745355844139445,0.1820968185519111,0.4136497789879987,0.5352461691589507,0.3179777110488698,0.7798640205304115,0.0
155,0.3740585424058383,0.20522362315998624,0.4300704186418731,0.5511149883181374,0.33504350003199057,0.8082780827341929,0.0
156,0.4289148221568452,0.21394426011553147,0.375345783832862,0.5394692597230512,0.3224763899442542,0.7810576467753767,0.0
157,0.426296417884064,0.20732016566810424,0.3722700893493788,0.5511736346188562,0.335107385811556,0.7813062913342403,0.0
158,0.4025765003345999,0.11860167206249295,0.41262127706131246,0.7427962881045413,0.5759305809961602,0.8900027990198403,0.0
159,0.41626946047298563,0.30163429452106894,0.46753328893768187,0.5914891381990435,0.3804463486706526,0.6335293439087231,0.0
160,0.49930396848445036,0.45465407933905,0.410421802404927,0.5749837906643871,0.3615411271945786,0.6892310409443123,0.0
161,0.42107973269864507,0.23217912428261583,0.3384897995724533,0.5382223665524127,0.32114488640344924,0.777538589163334,0.0
162,0.46853337794669103,0.2808284412899056,0.3123575507718006,0.5334800890340081,0.3161056193606281,0.7684193787212357,0.0
163,0.4115527026856398,0.21064339783457603,0.49136580750223724,0.8078533639936719,0.6722765388413758,0.8435027372015973,0.0
164,0.5366817289359711,0.2051401653653235,0.35758901228376017,0.801622994295579,0.6627295865432346,0.8595087545638129,0.0
165,0.31213777951741795,0.10411370727479605,0.4077920087124566,0.549782217609429,0.333593278865033,0.8245708201275346,0.0
166,0.3294482095733531,0.11483254539446891,0.3850173273480466,0.5376688738842795,0.3205547057671827,0.8324996322400555,0.0
167,0.3191655671157463,0.10276729862355743,0.3838499830328681,0.5524042645551834,0.33644934638902074,0.8249119728780039,0.0
168,0.5913628170810236,0.29153158781126537,0.251516218251439,0.5237639970797254,0.30590374433187656,0.8293253525097748,0.0
169,0.3100654679983332,0.08646954771145432,0.382839466255249,0.5363647907319626,0.31916629794145707,0.7749921727935538,0.0
170,0.27326260432581206,0.07911296874178951,0.41536052995776995,0.545197786473856,0.3286285377043248,0.7476440606664825,0.0
171,0.3271793993611029,0.1356268482783696,0.39307995258129236,0.5405943353392428,0.3236801405938311,0.8343762976096871,0.0
172,0.43828560019697205,0.18205695084093776,0.40416173265950306,0.707185541388992,0.5263240837117528,0.839505758639987,0.0
173,0.425950769580424,0.28006769287778727,0.48718157939743834,0.8197497657408462,0.6906940405747328,0.8030019763144245,0.0
174,0.3034168676372174,0.22208025580549326,0.6129717950412122,0.7972767732991008,0.6561099119907366,0.7757121876675093,0.0
175,0.21150046086440472,0.06605782631448116,0.3361165676075534,0.4565561984516763,0.23985115476300056,0.6708676864744434,0.0
176,0.207151053043599,0.06493514028455252,0.3759090988571354,0.41865398102361506,0.20608002028196606,0.7297279532388805,0.0
177,0.34594620828545797,0.1764766833781495,0.4088468234210022,0.5406906701903029,0.3237833147819338,0.6923822707638634,0.0
178,0.233139386229624,0.09573576924136341,0.5412950144683063,0.5255917934362369,0.3078103334016666,0.771953981545209,0.0
179,0.12435447417265365,0.047983760924733145,0.7061497990113981,0.5710632035095551,0.3571204319587041,0.7694750923259803,0.0
180,0.34702497821942185,0.14179596361469493,0.41381307429289993,0.5417027327916342,0.324868209000466,0.8086061751890679,0.0
181,0.3719732098890136,0.18202209184536683,0.4175407296834329,0.5528378668270428,0.3369228053592844,0.7728373128844979,0.0
182,0.3518009223601306,0.1173579420770048,0.3326504552647127,0.4764225292304304,0.2585545638622144,0.8761341937627034,0.0
183,0.43901951097867387,0.27970980144644086,0.28990355078614183,0.48368352860732944,0.2655625615098368,0.7500501190462285,0.0
184,0.24388920630310973,0.08387361013494961,0.4395902718469912,0.5194224799850576,0.30139846663385955,0.7906125223123608,0.0
185,0.2167491066806398,0.07454880505359536,0.4677276095507198,0.5277867662094476,0.31010763927350454,0.7631488402529267,0.0
186,0.5822686365989468,0.48937597098077423,0.3635222750026732,0.5176907013847125,0.29961055213360693,0.5493806900335869,0.0
187,0.3561866311443324,0.1857438139631672,0.4225983605341306,0.5286385207787634,0.3110013705516752,0.7260905113532332,0.0
188,0.3281603145241731,0.15803994659081394,0.4543884254509052,0.5632154932806837,0.34835233528746684,0.7788264753865868,0.0
189,0.35564566787459423,0.15647271775892269,0.4022713104106681,0.556466391796467,0.3408977378678297,0.7940859251798671,0.0
190,0.4721899108574601,0.3368618049908289,0.4920514718831105,0.8586362860140945,0.7526212852215816,0.7906370931468905,0.0
191,0.3958387258677507,0.3446325328316837,0.5780643740284077,0.8497495657367018,0.738236225784158,0.7514340479875283,0.0
192,0.3939463408628893,0.24380567175286755,0.42880635911430476,0.5525532348861085,0.3366119730308101,0.7076813472313259,0.0
193,0.2958141832598895,0.12089937420646317,0.4111683424918523,0.5418739049146931,0.32505187617556286,0.7921325308844085,0.0
194,0.3852546275836815,0.12273013098450285,0.28814011287599983,0.5627229104808709,0.3478055701717875,0.9054086594033104,0.0
195,0.40274380042677294,0.17423729444570651,0.32758147267344484,0.5520252501526134,0.3360357620079284,0.8808219326086195,0.0
196,0.36030955251960234,0.12413405073981991,0.36694357972948877,0.5168212909090001,0.29871493479503786,0.7890768008755231,0.0
197,0.29146161883357097,0.08265062205393359,0.3832551595918393,0.5365022803030052,0.3193125377775127,0.7300346846663313,0.0
198,0.2101344398287856,0.057084495804882965,0.4660267249878569,0.5890504104811719,0.37762306830741804,0.8006937372249996,0.0
199,0.24252121238904528,0.0741806615007461,0.4478755411649028,0.5677004727722885,0.35335014453075936,0.8062956079759847,0.0
200,0.3856286853369359,0.19362105276091676,0.3982322440301739,0.56634646995374,0.35183761712971007,0.7393366873610105,0.0
201,0.334433278829278,0.14156347128527821,0.4093026992037343,0.5686392463094567,0.3544007081744897,0.7292140593007264,0.0
202,0.3296877170166288,0.11134001211170359,0.3993476917004166,0.5752183028621343,0.3618064047209955,0.8644005699777495,0.0
203,0.326644354726701,0.10606064486064089,0.39031656014683125,0.5720976572021333,0.3582842323924712,0.8749428699717814,0.0
204,0.5116111788027625,0.3702776963721237,0.3482751850576796,0.5545767160365515,0.3388247888767354,0.8288839611348269,0.0
205,0.4578478737105265,0.321990025847348,0.3837480411092834,0.5548984313506291,0.33917726568376855,0.8456959842791767,0.0
206,0.3034062140936122,0.08754325765471338,0.35826662799028686,0.5542564233199003,0.338474050292352,0.8330756629610707,0.0
207,0.3461340263134633,0.1546309602257612,0.3686592952017128,0.5533245178309407,0.33745458044991095,0.8279232624297201,0.0
208,0.3009590556698947,0.16729164997589993,0.5679321831607792,0.7997170045104963,0.6598225351694499,0.7965120139799835,0.0
209,0.47584447088978377,0.1756982767190844,0.42369711006903776,0.8075532915780665,0.6718151760700973,0.859706251214581,0.0
210,0.3986141712647885,0.22052566759284128,0.33259398176016575,0.5123951983390687,0.2941758967965476,0.7022494286503274,0.0
211,0.39054667672571614,0.32175221584262254,0.45563279965272585,0.5052087435912417,0.2868789465061096,0.798804214312387,0.0
212,0.2526243229081174,0.08728370756735733,0.45752989827035473,0.5601589641019603,0.3449664437698166,0.848250789853817,0.0
213,0.20046338968926364,0.06292467578876332,0.5549198629173682,0.5838386363440307,0.3716242969420813,0.8232574562274675,0.0
214,0.536014106870036,0.3090210416431133,0.3003904377007486,0.5369140568632349,0.3197507186263473,0.8066348799007788,0.0
215,0.5411266240735361,0.3262772990734505,0.31456975182096614,0.5530786346400501,0.33718584635047794,0.7900439756850215,0.0
216,0.23963923155595396,0.17662971062553756,0.6020081626933198,0.550952854053621,0.334866911906387,0.8300204821578048,0.0
217,0.400857334057248,0.273553255430915,0.3786929921446055,0.5837375498009695,0.3715084150306207,0.6992865476531129,0.0
218,0.20229935037058538,0.10363306963763777,0.6587626054764097,0.8058543483362729,0.6692060090274509,0.818024911533126,0.0
219,0.3458088959456557,0.1608453976037117,0.40580590209984135,0.20743369942755002,0.06384011004630087,0.9346229224084757,0.0
220,0.30155723241455057,0.17885595390812534,0.4466373449028811,0.5681406064869814,0.3538424981287654,0.7314836961680886,0.0
221,0.2347977878508566,0.07799718380668878,0.4910001519756646,0.5880722707680551,0.37649360898678524,0.8183626189381779,0.0
222,0.5622064356873191,0.2697441541042577,0.27476209634589666,0.5615932626935861,0.34655326581185697,0.8557886196948445,0.0
223,0.5900745274561544,0.3174482825477317,0.2888180082731687,0.5590061873344233,0.34369368541004885,0.8505998651153612,0.0
224,0.36218220874000917,0.09198592880133036,0.3019642991153476,0.548772459067559,0.3324966012854392,0.9054739325024748,0.0
225,0.3842752907233675,0.09243295813638422,0.2844935229655515,0.5521305335986174,0.3361506232066255,0.9208492313748347,0.0
226,0.4689516281771232,0.24317316843873785,0.34311922840597375,0.5437384819610513,0.3270558770733179,0.7923092827637601,0.0
227,0.45407533554716584,0.2010296172055684,0.3239337014785848,0.5446631510372174,0.3280519409784783,0.8275736453272462,0.0
228,0.26678090948118016,0.1301743476198691,0.46428580152454246,0.5314285445266503,0.3139377684712432,0.7679580817157765,0.0
229,0.36080750703923015,0.3130650416215337,0.4631040620438486,0.5263117841099243,0.3085629636357388,0.8016035103606638,0.0
230,0.30042045985429094,0.11126339599650224,0.38916648488267647,0.4867867764764219,0.268585771501581,0.8333885206716853,0.0
231,0.2683126523062158,0.09391246612106084,0.40655663457934166,0.5059392213115096,0.287616536733324,0.7645351606661319,0.0
232,0.2895644989204407,0.06780089195298948,0.3353418805973134,0.5893639215601908,0.37798543368335336,0.894864320851654,0.0
233,0.30490126137956275,0.05641490838970405,0.31771048175077554,0.5924568041650912,0.38156948077653285,0.9261428649992813,0.0
